match_iou_threshold,frames,gt_observations,tracker_observations,true_positive,false_positive,false_negative,precision,recall,f1,total_tracks,matched_tracks,tracks_purity_ge_0_80,tracks_purity_ge_0_90,mean_track_purity,median_track_purity,gt_persons_matched,total_fragments,mean_tracklets_per_person,median_tracklets_per_person,max_tracklets_per_person,approx_id_switches,mean_dominant_track_fraction
0.3,400,6703,9536,4511,5025,2192,0.4730494966442953,0.6729822467551843,0.5555760822710758,417,269,114,84,0.6393835036374254,0.6666666666666666,266,974,4.661654135338346,4.0,19,1075,0.4881467405966458
0.5,400,6703,9536,3935,5601,2768,0.41264681208053694,0.5870505743696852,0.48463575343309323,417,251,105,79,0.6393810289457139,0.6666666666666666,258,801,4.104651162790698,3.0,17,854,0.5279310596536466
